"cond","SID","survey_name","item","value"
"self","s572","comment","7_comment","A small pilot study covers information of how people with metabolic disorders could potentially benefit from supplements of a common gut bacterium. This could potentially impact people who are obese."
"other","s574","comment","7_comment","This article would appeal to people I know because they are older population like me."
"other","s575","comment","7_comment","Many people I know are concerned about pollution in the environment by plastics."
"self","s576","comment","7_comment","Climate lawsuits are growing and expanding within the country."
"self","s577","comment","7_comment","SUV sales are up globally and that is bad news for the climate"
"other","s578","comment","7_comment","Government aid is not on par with the amount and severity of storms that have been caused by climate change. This has left many Americans more vulnerable to hurricanes, floods, etc."
"other","s581","comment","7_comment","Cancer is the big threat in this century."
"other","s582","comment","7_comment","Florida's wildlife is currently being killed by the longest toxic algal bloom in a decade"
"self","s583","comment","7_comment","as a man it`s a well known one, i used to walk different speed with others."
"self","s584","comment","7_comment","Climate change could end human life as we know it if something isn't done."
"self","s587","comment","7_comment","It can be nice to see the giants fall."
"self","s588","comment","7_comment","This article is relevant to me because I am worried about aging effects.."
"self","s589","comment","7_comment","I think people are generally not very attentive while driving and more people are driving larger vehicles."
"other","s592","comment","7_comment","Is it based on science or agenda driven interpretations of scientific findings?"
"other","s593","comment","7_comment","Age is not a matter to succeeded. Success may come at any age, if work hard."
"other","s594","comment","7_comment","The article matters because many people who is following will get the information and can be useful to them."
